,pavel-nb_plays-50-units-50-__activation__-elu-__nb_plays__-25-__units__-10-ensemble-1-loss,pavel-nb_plays-50-units-64-loss,nb_plays-50-units-50-__activation__-elu-__nb_plays__-50-__units__-50-ensemble-1-loss,nb_plays-50-units-128-loss
,,1.589,,1.228
,,1.037,,0.896
,,0.534,,1.105
,,1.03,,1.38
,,1.177,,1.18
,,0.787,,1.095
,,0.855,,2.218
,,1.065,,2.014
,,0.999,,0.946
,,0.839,,1.346
,,0.683,,0.887
,,1.344,,1.079
,,0.983,,0.928
,,0.653,,0.874
,,0.852,,1.22
,,1.268,,0.958
,,0.981,,0.978
,,0.752,,0.981
,,0.955,,0.853
,,0.627,,1.187
,,0.59,,1.506
,,0.63,,0.795
,,1.332,,0.868
,,1.518,,0.982
,,0.907,,0.993
,,0.764,,0.917
,,1.12,,1.332
,,0.89,,1.358
,,1.299,,0.951
,,1.196,,0.904
,,0.651,,0.947
,,0.68,,0.885
,,0.611,,1.016
,,0.6,,0.968
,,0.65,,0.92
,,0.757,,1.191
,,0.86,,1.03
,,1.001,,0.988
,,0.644,,0.883
,,0.567,,1.067
,,0.844,,1.018
,,0.642,,1.093
,,0.905,,1.058
,,0.777,,0.783
,,0.728,,0.814
,,0.988,,1.775
,,0.597,,1.386
,,0.514,,1.152
,,1.334,,1.321
,,0.79,,0.811
,,0.835,,1.114
,,0.745,,0.891
,,0.798,,1.323
,,0.607,,1.187
,,1.096,,0.789
,,0.71,,0.863
,,0.72,,0.904
,,1.003,,1.149
,,0.842,,0.904
,,0.88,,1.374
,,1.103,,1.586
,,1.169,,0.83
,,0.929,,0.735
,,0.848,,0.825
,,0.733,,0.965
,,0.59,,1.407
,,1.095,,1.335
,,0.811,,0.915
,,0.825,,0.651
,,1.042,,1.037
,,0.732,,1.048
,,0.673,,1.124
,,0.66,,1.089
,,0.535,,0.914
,,0.863,,0.884
,,1.581,,1.053
,,1.459,,1.355
,,0.841,,1.315
,,0.59,,1.003
,,0.652,,0.815
,,0.534,,0.992
,,0.576,,1.155
,,1.493,,1.058
,,0.675,,0.947
,,0.611,,0.988
,,0.549,,0.828
,,1.075,,0.869
,,1.074,,1.077
,,0.603,,0.85
,,0.865,,0.894
,,0.806,,1.044
,,0.838,,1.142
,,0.564,,1.004
,,0.488,,1.527
,,1.153,,0.852
,,0.75,,1.052
,,0.764,,1.435
,,0.725,,1.079
,,0.924,,1.213
,,0.747,,0.861
,,1.022,,1.026
,,0.818,,0.998
,,0.573,,1.297
,,0.693,,1.111
,,0.65,,0.708
,,0.588,,0.738
,,0.599,,1.499
,,1.296,,1.219
,,1.229,,2.16
,,1.165,,0.954
,,0.755,,0.943
,,0.494,,0.901
,,0.537,,1.354
,,0.795,,0.916
,,0.746,,0.935
,,0.748,,0.895
,,0.747,,0.771
,,0.787,,1.049
,,0.783,,1.144
,,0.78,,0.985
,,0.93,,0.837
,,0.765,,0.901
,,0.491,,1.131
,,0.581,,1.368
,,0.763,,0.761
,,0.901,,0.729
,,0.668,,1.003
,,0.627,,0.849
,,1.173,,1.105
,,0.616,,0.937
,,0.793,,1.293
,,0.664,,0.813
,,0.763,,0.993
,,0.926,,1.045
,,0.683,,1.031
,,0.886,,1.016
,,0.589,,0.96
,,0.635,,1.006
,,0.645,,1.284
,,0.752,,0.803
,,0.78,,1.173
,,0.744,,0.793
,,0.883,,1.525
,,0.77,,0.9
,,0.587,,0.777
,,0.53,,0.686
,,0.598,,1.488
,,0.678,,0.979
,,0.815,,0.834
,,0.737,,0.871
,,1.265,,0.887
,,0.605,,0.701
,,0.47,,1.148
,,0.644,,0.759
,,0.57,,1.269
,,0.742,,0.954
,,0.607,,1.013
,,0.843,,0.997
,,0.55,,0.798
,,0.61,,0.888
,,0.768,,1.386
,,0.762,,0.769
,,1.375,,0.859
,,0.744,,1.093
,,0.466,,0.894
,,0.407,,0.977
,,0.544,,0.884
,,0.725,,0.875
,,0.807,,0.682
,,0.91,,1.055
,,0.598,,0.944
,,1.125,,1.126
,,0.536,,0.907
,,0.845,,1.579
,,0.801,,1
,,0.681,,1.051
,,0.542,,0.914
,,0.884,,1.409
,,0.595,,0.832
,,0.545,,0.962
,,0.726,,0.667
,,0.649,,0.923
,,0.573,,0.776
,,0.722,,1.009
,,0.652,,0.905
,,0.515,,1.006
,,1.161,,0.989
,,0.713,,0.913
,,0.535,,1.113
,,0.654,,0.999
,,0.726,,0.672
,,0.502,,0.639
,,0.74,,0.76
,,0.656,,1.092
,,0.608,,1.542
,,0.66,,1.359
,,0.747,,1.147
,,0.656,,1.021
,,0.629,,0.693
,,0.965,,0.792
,,0.794,,0.707
,,0.791,,0.957
,,0.738,,0.858
,,0.608,,0.886
,,0.804,,1.241
,,1.074,,1.018
,,0.785,,0.768
,,0.684,,0.822
,,0.694,,0.869
,,0.614,,1.202
,,0.618,,1.126
,,0.753,,0.695
,,0.635,,0.789
,,0.555,,0.895
,,0.732,,0.837
,,0.53,,0.595
,,0.723,,0.945
,,0.757,,1.132
,,0.636,,1.052
,,0.613,,1.026
,,0.476,,0.752
,,0.731,,0.628
,,0.528,,1.028
,,0.771,,0.912
,,0.753,,1.35
,,0.808,,0.911
,,1.135,,0.926
,,1.044,,0.959
,,0.705,,0.863
,,0.611,,1.159
,,0.929,,1.084
,,0.75,,1.056
,,0.768,,0.838
,,0.664,,0.796
,,0.578,,1.023
,,0.541,,1.168
,,0.681,,1.097
,,0.886,,1.209
,,0.736,,1.043
,,0.473,,0.805
,,0.743,,0.818
,,0.655,,0.859
,,0.528,,1.167
,,0.693,,1.095
,,0.543,,0.746
,,0.785,,1.093
,,0.549,,1.532
,,0.718,,0.775
,,0.89,,0.896
,,0.769,,0.898
,,0.503,,0.894
,,1.287,,0.732
,,1.161,,1.064
,,0.769,,1.74
,,0.643,,0.825
,,0.675,,0.612
,,0.567,,0.953
,,0.608,,1.383
,,0.622,,0.73
,,0.484,,0.669
,,0.632,,0.92
,,0.669,,0.807
,,0.654,,0.804
,,1.032,,0.648
,,0.808,,0.798
,,1.3,,0.965
,,0.501,,0.948
,,0.564,,0.838
,,0.496,,0.522
,,0.394,,0.948
,,0.966,,1.243
,,1.164,,0.617
,,0.66,,0.613
,,0.719,,0.752
,,0.44,,0.85
,,0.404,,0.726
,,0.586,,1.336
,,0.721,,0.844
,,0.847,,0.776
,,0.762,,0.955
,,0.484,,1.206
,,0.555,,0.847
,,1.133,,1.205
,,1.033,,1.066
,,0.592,,0.642
,,0.449,,0.724
,,0.63,,1.079
,,0.877,,0.995
,,0.939,,0.798
,,0.62,,1.536
,,0.539,,0.779
,,0.589,,0.865
,,0.492,,1.022
,,0.57,,1.106
,,0.933,,0.794
,,0.722,,0.966
,,0.692,,1.279
,,0.576,,0.902
,,0.577,,0.888
,,1.05,,1.158
,,0.675,,1.103
,,0.579,,0.873
,,0.819,,1.012
,,0.944,,0.753
,,0.512,,0.754
,,0.367,,0.682
,,0.423,,0.762
,,0.567,,1.208
,,0.575,,1.046
,,0.834,,0.917
,,1.095,,1.197
,,0.647,,1.145
,,0.918,,1.16
,,0.997,,0.771
,,0.689,,0.914
,,0.691,,0.7
,,0.65,,1.014
,,0.568,,0.703
,,0.872,,0.979
,,0.576,,0.604
,,0.66,,0.838
,,0.569,,1.171
,,1.343,,0.991
,,0.776,,0.76
,,0.698,,0.95
,,0.569,,0.802
,,0.747,,0.966
,,0.628,,0.889
,,0.652,,1.025
,,0.527,,0.78
,,0.507,,0.698
,,0.665,,0.754
,,0.711,,0.904
,,0.554,,0.785
,,0.454,,0.797
,,0.632,,1.192
,,0.961,,0.748
,,0.598,,0.853
,,0.598,,0.892
,,0.479,,0.758
,,1.104,,0.784
,,0.52,,0.947
,,0.505,,0.752
,,0.518,,1.025
,,0.573,,1.226
,,0.479,,0.864
,,0.734,,0.921
,,0.565,,0.999
,,0.514,,0.917
,,0.744,,1.341
,,0.747,,0.929
,,0.56,,0.792
,,0.692,,0.755
,,0.753,,0.647
,,0.732,,1.019
,,0.604,,1.004
,,0.737,,1.427
,,0.881,,1.495
,,0.732,,0.698
,,0.664,,0.625
,,0.588,,0.968
,,0.39,,1
,,0.61,,0.911
,,0.513,,0.903
,,0.688,,0.693
,,0.876,,0.831
,,0.712,,0.92
,,0.528,,0.709
,,0.54,,1.137
,,0.862,,0.962
,,0.54,,1.042
,,0.449,,0.778
,,0.988,,0.71
,,0.727,,1.152
,,0.591,,0.708
,,0.528,,1.138
,,0.899,,1.042
,,0.907,,1.487
,,0.638,,1.039
,,0.623,,1.043
,,0.672,,0.828
,,0.368,,0.665
,,0.639,,0.855
,,1.05,,1.306
,,0.649,,0.736
,,0.794,,0.843
,,0.538,,1.107
,,0.644,,0.697
,,0.835,,0.929
,,1.117,,0.999
,,1.015,,1.275
,,0.537,,1.686
,,0.433,,1.594
,,0.47,,0.765
,,0.477,,0.663
,,0.705,,0.875
,,0.878,,0.936
,,0.915,,0.946
,,0.775,,1.019
,,0.746,,0.883
,,0.599,,0.83
,,0.727,,1.03
,,0.614,,0.791
,,1.057,,0.828
,,0.689,,0.81
,,0.689,,0.739
,,0.612,,0.935
,,0.539,,1.208
,,0.563,,0.799
,,0.605,,0.897
,,0.634,,0.992
,,0.801,,1
,,0.66,,1.146
,,1.456,,0.896
,,1.401,,0.957
,,1.12,,0.819
,,0.528,,0.896
,,0.389,,1.208
,,0.437,,0.805
,,0.657,,0.734
,,0.689,,0.985
,,0.796,,0.687
,,0.984,,1.068
,,0.659,,0.843
,,0.495,,0.782
,,0.794,,1.135
,,0.971,,0.887
,,0.569,,0.745
,,0.594,,0.89
,,0.723,,0.886
,,1.116,,1.524
,,0.709,,1.002
,,0.46,,0.726
,,0.55,,0.766
,,0.464,,0.949
,,0.785,,0.893
,,0.576,,1.366
,,0.622,,1.286
,,0.613,,1.088
,,0.675,,0.931
,,0.567,,0.773
,,0.821,,1.07
,,0.685,,0.789
,,0.669,,1.209
,,0.504,,1.018
,,0.534,,1.15
,,0.555,,1.016
,,0.705,,0.681
,,0.495,,0.904
,,0.7,,0.768
,,0.768,,0.814
,,0.567,,0.709
,,0.613,,1.431
,,0.621,,0.982
,,0.613,,0.625
,,0.54,,0.803
,,0.517,,0.884
,,0.644,,0.961
,,0.901,,0.796
,,0.575,,0.606
,,0.478,,1.002
,,0.591,,0.815
,,0.643,,0.821
,,0.659,,0.791
,,0.709,,1.004
,,0.749,,0.945
,,0.438,,0.712
,,0.587,,0.612
,,0.541,,0.814
,,0.563,,0.61
,,0.615,,0.851
,,0.664,,0.776
,,0.586,,1.44
,,0.865,,0.955
,,1.023,,0.633
,,0.608,,0.947
,,0.492,,0.964
,,0.538,,0.751
,,0.569,,1.048
,,0.665,,0.875
,,0.61,,0.664
,,1.129,,0.749
,,0.694,,0.722
,,0.671,,0.869
,,0.771,,0.689
,,0.514,,0.884
,,0.62,,0.829
,,0.75,,1.472
,,0.674,,1.071
,,0.632,,0.752
,,0.651,,0.529
,,0.646,,0.443
,,0.5,,1.17
,,0.826,,1.456
,,0.573,,1.094
,,0.552,,0.693
,,0.711,,0.721
,,0.621,,0.794
,,0.742,,0.747
,,0.609,,0.693
,,0.396,,1.302
,,0.56,,1.293
,,0.738,,0.983
,,0.68,,0.628
,,0.46,,0.712
,,0.652,,0.536
,,0.65,,1.135
,,0.656,,0.968
,,0.48,,1.14
,,0.542,,0.696
,,0.586,,0.478
,,0.567,,0.526
,,0.883,,1.043
,,0.6,,0.988
,,0.713,,0.877
,,0.939,,0.776
,,0.604,,1.202
,,0.567,,2.001
,,0.471,,0.968
,,0.681,,0.639
,,0.456,,0.79
,,0.537,,0.773
,,0.802,,1.049
,,0.874,,0.853
,,0.658,,0.657
,,0.414,,1.606
,,0.612,,0.838
,,0.55,,0.742
,,0.636,,0.535
,,0.693,,0.48
,,0.676,,0.65
,,0.459,,0.938
,,0.459,,0.569
,,0.771,,1.038
,,0.751,,0.681
,,0.723,,0.841
,,0.542,,0.917
,,0.858,,1.329
,,0.771,,0.894
,,0.471,,0.779
,,0.461,,0.446
,,0.636,,0.986
,,0.795,,1.027
,,0.899,,1.095
,,0.859,,0.632
,,0.527,,0.558
,,0.473,,0.89
,,0.649,,0.585
,,0.558,,0.686
,,0.667,,1.084
,,0.771,,0.973
,,0.79,,1.05
,,0.699,,0.727
,,0.692,,0.796
,,0.684,,0.713
,,0.663,,0.668
,,0.51,,0.699
,,0.632,,1.017
,,0.458,,0.608
,,0.493,,0.652
,,0.737,,0.759
,,0.62,,0.862
,,0.497,,0.582
,,0.549,,1.329
,,0.485,,0.818
,,0.478,,0.885
,,0.763,,0.816
,,0.71,,0.565
,,1.001,,0.464
,,0.577,,0.691
,,0.701,,1.028
,,0.46,,0.94
,,1.108,,1.046
,,0.659,,1.227
,,0.565,,0.498
,,1.891,,0.822
,,1.122,,0.598
,,0.719,,0.542
,,0.544,,0.657
,,0.538,,1.046
,,0.985,,0.672
,,1.021,,0.592
,,0.789,,0.605
,,0.587,,0.571
,,0.686,,0.569
,,0.623,,0.861
,,0.605,,0.519
,,0.518,,0.727
,,0.651,,0.89
,,0.725,,0.629
,,0.662,,1.121
,,0.703,,1.214
,,0.591,,0.941
,,0.578,,0.75
,,0.678,,0.949
,,0.691,,0.673
,,0.428,,0.82
,,0.636,,0.713
,,0.567,,0.836
,,0.696,,0.844
,,1.062,,0.902
,,0.77,,0.491
,,0.509,,0.554
,,0.539,,1.268
,,0.863,,0.893
,,0.57,,0.524
,,0.625,,0.437
,,0.638,,0.62
,,0.499,,1.268
,,0.537,,0.966
,,0.589,,0.845
,,0.711,,0.827
,,0.667,,0.474
,,0.653,,0.474
,,0.577,,0.51
,,0.696,,0.558
,,0.81,,1.183
,,0.557,,0.949
,,0.721,,0.649
,,0.473,,0.911
,,0.653,,0.941
,,0.642,,0.88
,,0.592,,0.803
,,1.134,,1.01
,,0.826,,0.616
,,0.632,,0.742
,,0.613,,0.674
,,0.562,,0.592
,,0.548,,0.841
,,0.639,,0.458
,,0.689,,0.643
,,0.589,,1.078
,,0.77,,0.909
,,0.57,,0.749
,,0.628,,0.697
,,0.611,,1.179
,,0.529,,0.688
,,0.552,,0.71
,,0.643,,0.791
,,0.962,,0.631
,,0.676,,1.142
,,0.419,,0.612
,,0.554,,0.53
,,0.65,,1.116
,,0.614,,0.828
,,0.576,,0.992
,,0.768,,1.064
,,0.535,,1.165
,,0.599,,0.573
,,0.456,,0.657
,,0.584,,0.673
,,0.47,,0.582
,,0.8,,0.593
,,0.751,,0.643
,,0.571,,0.829
,,0.816,,0.943
,,0.614,,0.615
,,0.611,,0.632
,,0.443,,0.705
,,0.518,,1.029
,,0.653,,0.984
,,0.731,,1.06
,,0.685,,0.492
,,0.454,,0.698
,,0.979,,0.513
,,0.703,,1.26
,,0.472,,0.58
,,0.513,,0.637
,,0.568,,0.578
,,0.59,,0.725
,,0.73,,0.714
,,0.673,,0.637
,,0.603,,0.5
,,0.577,,0.777
,,0.51,,0.523
,,1.004,,1.007
,,0.752,,0.922
,,0.562,,0.821
,,0.662,,0.657
,,0.755,,0.613
,,0.562,,0.819
,,0.406,,0.639
,,0.58,,0.828
,,0.64,,0.562
,,0.794,,0.684
,,0.799,,0.709
,,0.599,,0.658
,,0.636,,0.753
,,1.098,,0.886
,,0.585,,0.666
,,0.758,,0.628
,,0.461,,0.55
,,0.731,,0.477
,,0.551,,0.49
,,0.462,,0.556
,,0.441,,0.655
,,0.478,,0.484
,,0.642,,0.557
,,0.444,,0.655
,,0.651,,0.861
,,0.576,,0.668
,,0.552,,0.508
,,0.638,,0.866
,,1.138,,0.685
,,1.371,,0.531
,,0.525,,0.673
,,0.372,,0.547
,,0.599,,1.542
,,0.486,,0.83
,,0.759,,0.795
,,0.623,,1.067
,,0.918,,0.582
,,0.428,,0.68
,,0.388,,0.653
,,0.423,,0.992
,,0.637,,1.318
,,0.595,,0.55
,,0.428,,0.711
,,0.397,,0.539
,,0.957,,0.974
,,1.143,,1.076
,,0.723,,0.695
,,0.451,,0.442
,,0.614,,0.42
,,0.569,,0.633
,,1.162,,0.927
,,0.478,,0.724
,,0.705,,0.508
,,0.604,,0.645
,,1.08,,0.579
,,0.789,,0.539
,,0.666,,0.83
,,0.541,,0.733
,,0.967,,0.667
,,0.595,,0.693
,,0.534,,0.972
,,0.603,,0.802
,,1.066,,0.693
,,0.677,,0.624
,,0.728,,0.586
,,0.636,,0.428
,,0.687,,0.418
,,0.378,,0.703
,,0.726,,1.106
,,0.638,,1.106
,,0.882,,1.062
,,0.708,,0.414
,,0.536,,0.643
,,0.406,,0.608
,,0.883,,0.864
,,0.687,,0.749
,,0.647,,0.6
,,0.513,,0.768
,,0.482,,1.153
,,0.837,,1.041
,,0.881,,0.834
,,0.683,,0.588
,,0.66,,0.539
,,0.544,,0.654
,,0.608,,0.653
,,0.451,,0.584
,,0.646,,1.465
,,0.571,,0.891
,,0.87,,0.638
,,0.637,,0.654
,,0.895,,0.954
,,0.549,,0.552
,,0.533,,0.574
,,0.564,,0.578
,,0.727,,0.5
,,0.822,,0.535
,,0.642,,0.64
,,0.482,,1.543
,,0.607,,0.797
,,0.439,,0.502
,,0.658,,0.52
,,0.47,,0.624
,,0.624,,0.837
,,0.795,,0.512
,,0.928,,0.43
,,0.7,,0.638
,,0.506,,0.792
,,0.447,,0.694
,,0.635,,0.513
,,0.724,,0.748
,,0.402,,0.654
,,0.547,,0.536
,,0.616,,0.608
,,0.48,,0.432
,,0.738,,0.597
,,0.878,,0.733
,,0.633,,1.223
,,0.522,,0.629
,,0.862,,0.825
,,0.807,,0.542
,,0.502,,0.574
,,0.671,,0.714
,,0.582,,0.795
,,0.423,,0.501
,,0.682,,0.592
,,0.667,,0.69
,,0.596,,1.166
,,0.443,,0.879
,,1.207,,0.555
,,0.582,,0.503
,,0.468,,0.717
,,0.742,,0.763
,,0.522,,0.909
,,0.385,,0.826
,,0.379,,0.779
,,0.589,,0.63
,,0.688,,0.535
,,0.434,,0.842
,,0.754,,0.791
,,0.584,,1.341
,,0.466,,0.747
,,0.568,,0.71
,,0.532,,0.443
,,0.752,,0.559
,,0.759,,1.017
,,0.485,,1.352
,,0.455,,0.455
,,0.528,,0.375
,,0.622,,0.719
,,0.385,,1.134
,,0.792,,0.707
,,1.302,,0.875
,,0.748,,0.798
,,0.413,,0.511
,,0.706,,0.538
,,0.603,,0.771
,,0.582,,0.886
,,0.522,,0.627
,,0.926,,0.565
,,0.549,,0.635
,,0.612,,0.691
,,0.589,,0.806
,,0.583,,0.96
,,0.609,,0.717
,,0.477,,0.464
,,0.661,,0.406
,,0.663,,0.747
,,0.625,,1.483
,,0.696,,1.118
,,0.595,,0.478
,,0.563,,0.365
,,0.425,,0.393
,,0.491,,0.656
,,0.578,,1.093
,,0.715,,0.647
,,0.95,,0.588
,,0.555,,0.684
,,0.663,,0.927
,,0.399,,0.494
,,0.392,,0.71
,,0.473,,1.091
,,0.972,,0.709
,,0.557,,0.764
,,0.717,,0.803
,,0.736,,0.566
,,0.418,,0.993
,,0.45,,0.617
,,0.566,,0.481
,,0.535,,0.561
,,0.523,,0.426
,,0.454,,1.001
,,0.4,,0.613
,,0.743,,0.494
,,0.618,,0.768
,,0.607,,0.629
,,0.885,,0.708
,,0.727,,1.012
,,0.534,,0.593
,,0.786,,0.469
,,0.647,,0.681
,,0.996,,1.017
,,0.837,,0.562
,,0.564,,0.395
,,0.504,,0.531
,,0.382,,0.971
,,0.554,,0.624
,,0.454,,0.509
,,0.641,,0.468
,,0.709,,0.454
,,0.561,,0.726
,,0.672,,0.68
,,0.529,,0.643
,,0.683,,0.641
,,0.65,,0.597
,,0.563,,0.715
,,0.831,,0.5
,,0.724,,0.535
,,0.46,,0.767
,,0.429,,0.531
,,0.451,,0.768
,,0.442,,0.614
,,0.441,,0.458
,,1.083,,0.622
,,0.637,,0.406
,,0.456,,0.761
,,0.563,,0.877
,,0.659,,0.867
,,0.613,,1.194
,,0.808,,0.562
,,0.56,,0.921
,,0.348,,0.729
,,0.533,,0.965
,,1.103,,0.939
,,0.573,,0.597
,,0.598,,0.525
,,0.462,,0.357
,,0.49,,0.389
,,0.963,,0.649
,,0.671,,0.75
,,0.445,,0.764
,,0.465,,1.111
,,1.069,,0.712
,,0.544,,0.538
,,0.417,,0.505
,,0.483,,0.728
,,0.685,,0.501
,,0.481,,0.701
,,0.584,,0.655
,,0.86,,0.792
,,0.592,,0.614
,,0.467,,0.83
,,0.501,,0.707
,,0.504,,0.83
,,0.947,,0.691
,,0.835,,0.872
,,0.632,,0.799
,,0.437,,0.454
,,0.428,,0.405
,,0.943,,0.694
,,0.716,,0.634
,,0.647,,0.926
,,0.661,,0.783
,,0.759,,0.464
,,0.584,,0.431
,,0.547,,0.494
,,0.49,,0.546
,,0.971,,0.533
,,0.574,,0.888
,,0.794,,0.6
,,0.515,,0.478
,,0.503,,0.521
,,0.454,,0.517
,,0.721,,0.6
,,0.726,,0.397
,,0.475,,1.293
,,0.424,,0.587
,,0.427,,0.602
,,0.722,,0.496
,,0.412,,0.557
,,0.467,,0.731
,,0.443,,2.02
,,1.226,,0.753
,,0.537,,0.63
,,0.629,,0.593
,,0.627,,0.941
,,0.326,,0.449
,,0.634,,0.377
,,0.456,,0.765
,,0.852,,0.679
,,0.758,,0.729
,,0.762,,0.625
,,0.497,,0.788
,,0.848,,0.644
,,0.461,,0.425
,,0.361,,0.722
,,0.554,,1.131
,,0.86,,0.7
,,0.757,,0.774
,,0.456,,0.586
,,0.41,,0.558
,,0.685,,0.692
,,0.558,,0.515
,,0.489,,0.625
,,0.456,,0.901
,,0.526,,1.843
,,0.974,,0.841
,,0.494,,0.33
,,0.582,,0.412
,,0.559,,0.926
,,0.736,,0.781
,,0.615,,0.524
,,0.484,,0.413
,,0.477,,0.567
,,0.831,,0.684
,,0.482,,0.82
,,0.611,,0.524
,,0.664,,0.634
,,0.524,,0.504
,,0.508,,0.883
,,0.368,,0.622
,,0.557,,0.547
,,0.634,,0.555
,,0.653,,0.526
,,0.434,,0.652
,,0.375,,0.722
,,0.637,,0.857
,,0.728,,0.479
,,0.456,,0.662
,,0.595,,0.751
,,0.714,,1.242
,,0.619,,0.972
,,0.473,,0.464
,,0.365,,0.52
,,1.229,,0.54
,,0.609,,0.75
,,0.488,,0.617
,,0.694,,0.632
,,0.563,,1.109
,,0.823,,0.762
,,1.044,,0.531
,,0.861,,0.768
,,0.383,,0.722
,,0.356,,0.995
,,0.394,,0.714
,,0.87,,0.446
,,1.093,,0.52
,,0.503,,0.87
,,0.484,,0.643
,,0.59,,0.543
,,0.705,,0.695
,,0.773,,0.49
,,0.396,,0.784
,,0.589,,0.546
,,0.405,,0.679
,,1.245,,0.474
,,0.54,,0.803
,,0.468,,0.545
,,0.378,,0.48
,,0.405,,0.496
,,1,,0.453
,,0.522,,0.595
,,0.566,,0.508
,,0.551,,0.5
,,0.51,,0.693
,,0.376,,0.698
,,0.686,,0.727
,,0.723,,0.678
,,0.481,,0.437
,,0.786,,0.552
,,0.722,,0.738
,,0.767,,0.974
,,0.518,,0.576
,,0.541,,0.595
,,0.486,,0.556
,,0.562,,0.451
,,0.568,,0.984
,,0.642,,0.597
,,0.451,,0.722
,,0.509,,0.369
,,0.699,,0.464
,,0.59,,0.654
,,0.453,,0.551
,,0.419,,0.889
,,0.542,,0.767
,,1.239,,0.802
,,0.462,,0.398
,,0.431,,0.43
,,0.958,,0.697
,,0.61,,0.697
,,0.68,,0.546
,,0.395,,0.671
,,0.482,,0.473
,,1.222,,0.479
,,0.579,,0.423
,,0.418,,0.609
,,0.403,,0.471
,,0.573,,0.633
,,0.59,,0.607
,,0.414,,1.641
,,0.51,,0.831
,,0.552,,0.445
,,0.765,,0.52
,,0.704,,0.558
,,0.529,,0.532
,,0.389,,0.498
,,0.756,,0.336
,,0.467,,0.645
,,0.546,,0.933
,,0.436,,0.545
,,0.759,,0.348
,,0.534,,0.724
,,0.526,,0.976
,,0.446,,0.545
,,0.306,,0.551
,,0.7,,0.549
,,1.065,,0.446
,,0.585,,0.662
,,0.386,,0.725
,,0.381,,0.553
,,0.736,,0.534
,,0.938,,0.816
,,0.54,,0.579
,,0.569,,0.847
,,0.718,,0.974
,,0.336,,0.571
,,0.609,,0.509
,,0.441,,0.634
,,1.081,,0.383
,,0.561,,0.686
,,0.51,,0.42
,,0.882,,0.573
,,0.724,,0.841
,,0.458,,0.767
,,0.609,,0.644
,,0.454,,0.589
,,0.341,,0.711
,,0.592,,1.001
,,0.426,,0.484
,,0.664,,0.467
,,0.742,,0.43
,,0.613,,0.445
,,0.489,,0.617
,,0.526,,0.593
,,0.455,,0.624
,,0.522,,0.649
,,0.8,,1.107
,,0.641,,1.277
,,0.481,,0.494
,,0.517,,0.546
,,0.378,,0.363
,,0.992,,0.575
,,0.711,,0.611
,,0.361,,0.443
,,0.433,,0.382
,,0.776,,0.881
,,0.493,,1.372
,,0.457,,0.387
,,0.52,,0.272
,,0.837,,0.329
,,0.471,,0.454
,,0.485,,0.774
,,0.501,,0.571
,,0.588,,0.467
,,0.892,,0.507
,,0.355,,0.544
,,0.363,,1.071
,,0.429,,1.02
,,0.908,,0.537
,,0.435,,0.44
,,0.511,,0.408
,,0.607,,0.496
,,0.49,,0.418
,,0.472,,0.446
,,0.483,,0.492
,,1.26,,0.665
,,0.535,,0.641
,,0.39,,0.501
,,0.432,,0.345
,,1.445,,0.49
,,0.609,,0.627
,,0.567,,0.696
,,0.393,,0.297
,,0.524,,0.389
,,0.423,,0.399
,,0.723,,0.789
,,0.734,,0.919
,,0.724,,0.721
,,0.596,,0.467
,,0.903,,0.444
,,0.82,,0.494
,,0.621,,0.569
,,0.419,,0.502
,,0.418,,0.61
,,0.392,,0.491
,,0.576,,0.505
,,0.765,,0.774
,,0.939,,0.537
,,0.439,,0.472
,,0.63,,0.521
,,0.333,,0.384
,,0.537,,0.434
,,0.655,,0.461
,,0.44,,0.905
,,0.451,,0.504
,,0.545,,0.459
,,0.412,,0.385
,,0.569,,0.823
,,0.538,,0.649
,,0.55,,0.416
,,0.504,,0.738
,,0.512,,0.51
,,0.56,,0.393
,,0.501,,0.329
,,0.677,,0.403
,,0.653,,0.842
,,0.769,,0.693
,,0.503,,0.473
,,0.633,,0.595
,,0.999,,0.523
,,0.823,,0.662
,,0.671,,0.488
,,0.467,,0.569
,,0.402,,0.596
,,0.403,,0.619
,,0.593,,0.415
,,1.03,,0.423
,,0.891,,0.409
,,0.547,,0.868
,,0.445,,0.752
,,0.494,,0.383
,,0.551,,0.331
,,0.736,,0.631
,,0.364,,0.498
,,0.531,,0.527
,,0.457,,0.79
,,0.448,,0.639
,,0.518,,0.973
,,0.664,,0.531
,,0.556,,0.345
,,0.617,,0.45
,,1.144,,0.516
,,0.43,,0.544
,,0.527,,0.982
,,0.851,,0.94
,,0.541,,0.372
,,0.636,,0.399
,,0.602,,0.429
,,0.84,,0.363
,,0.61,,0.498
,,0.318,,0.515
,,0.511,,0.585
,,0.436,,0.663
,,0.601,,0.626
,,0.476,,0.437
,,0.628,,0.394
,,0.564,,0.578
,,0.625,,0.699
,,0.526,,0.557
,,0.483,,0.555
,,0.45,,0.772
,,0.912,,0.436
,,0.441,,0.333
,,0.411,,0.416
,,0.394,,0.697
,,0.337,,0.699
,,1.091,,0.303
,,0.989,,0.61
,,0.432,,0.523
,,0.462,,0.426
,,0.323,,0.603
,,0.315,,0.399
,,0.551,,0.79
,,0.623,,0.542
,,0.688,,0.467
,,0.754,,0.326
,,0.967,,0.524
,,0.486,,0.502
,,0.441,,0.383
,,0.43,,1.125
,,0.584,,0.808
,,0.468,,0.409
,,1.081,,0.584
,,0.583,,0.421
,,0.851,,0.477
,,0.519,,0.385
,,0.5,,0.951
