inputs,outputs,predictions,RED,GREEN,BLUE
5.328,57.884,68.845,0.1,0.1,0.1
5.392,58.395,69.635,0.1,0.1,0.1
5.445,58.82,70.289,0.1,0.1,0.1
5.483,59.135,70.75,0.1,0.1,0.1
5.502,59.295,70.976,0.1,0.1,0.1
5.499,59.295,70.807,0.1,0.1,0.1
5.468,59.295,70.395,0.1,0.1,0.1
5.408,59.295,69.92,0.1,0.1,0.1
5.325,59.295,69.466,0.1,0.1,0.1
5.225,59.085,69.041,0.1,0.1,0.1
5.118,58.79,68.656,0.1,0.1,0.1
5.009,58.367,68.328,0.1,0.1,0.1
4.908,57.952,67.994,0.1,0.1,0.1
4.822,57.524,67.679,0.1,0.1,0.1
4.758,57.203,67.425,0.1,0.1,0.1
4.724,57.033,67.277,0.1,0.1,0.1
4.728,57.033,67.286,0.1,0.1,0.1
4.774,57.033,67.499,0.1,0.1,0.1
4.854,57.033,67.898,0.1,0.1,0.1
4.957,57.123,68.442,0.1,0.1,0.1
5.072,57.438,69.074,0.1,0.1,0.1
5.188,57.841,69.736,0.1,0.1,0.1
5.292,58.271,70.354,0.1,0.1,0.1
5.375,58.657,70.85,0.1,0.1,0.1
5.425,58.907,70.956,0.1,0.1,0.1
5.43,58.934,70.636,0.1,0.1,0.1
5.38,58.934,70.048,0.1,0.1,0.1
5.267,58.934,69.292,0.1,0.1,0.1
5.101,58.581,68.442,0.1,0.1,0.1
4.896,57.836,67.58,0.1,0.1,0.1
4.665,56.712,66.642,0.1,0.1,0.1
4.423,55.284,65.446,0.1,0.1,0.1
4.182,53.723,63.909,0.1,0.1,0.1
3.956,52.153,61.727,0.1,0.1,0.1
3.76,50.711,58.802,0.1,0.1,0.1
3.607,49.541,54.78,0.1,0.1,0.1
3.51,48.792,50.787,0.1,0.1,0.1
3.479,48.549,47.33,0.1,0.1,0.1
3.508,48.549,44.636,0.1,0.1,0.1
3.583,48.549,43.009,0.1,0.1,0.1
3.694,48.588,42.33,0.1,0.1,0.1
3.829,48.958,42.65,0.1,0.1,0.1
3.977,49.496,43.91,0.1,0.1,0.1
4.125,50.148,45.76,0.1,0.1,0.1
4.263,50.84,47.141,0.1,0.1,0.1
4.379,51.49,48.722,0.1,0.1,0.1
4.461,51.958,50.331,0.1,0.1,0.1
4.501,52.2,51.818,0.1,0.1,0.1
4.507,52.234,53.072,0.1,0.1,0.1
4.488,52.234,54.058,0.1,0.1,0.1
4.454,52.234,54.789,0.1,0.1,0.1
4.416,52.234,55.318,0.1,0.1,0.1
4.385,52.234,55.723,0.1,0.1,0.1
4.37,52.234,56.11,0.1,0.1,0.1
4.383,52.234,56.608,0.1,0.1,0.1
4.432,52.234,57.361,0.1,0.1,0.1
4.529,52.373,58.548,0.1,0.1,0.1
4.68,53.315,60.337,0.1,0.1,0.1
4.874,54.62,62.501,0.1,0.1,0.1
5.098,56.215,64.775,0.1,0.1,0.1
5.338,58.014,66.813,0.1,0.1,0.1
5.578,59.923,68.4,0.1,0.1,0.1
5.806,61.841,70.103,0.1,0.1,0.1
6.006,63.578,72.39,0.1,0.1,0.1
6.166,64.988,74.123,0.1,0.1,0.1
6.27,65.916,75.105,0.1,0.1,0.1
6.304,66.228,75.501,0.1,0.1,0.1
6.259,66.228,75.125,0.1,0.1,0.1
6.143,66.228,74.094,0.1,0.1,0.1
5.969,65.858,72.701,0.1,0.1,0.1
5.749,65.043,71.168,0.1,0.1,0.1
5.496,63.809,69.629,0.1,0.1,0.1
5.223,62.206,68.206,0.1,0.1,0.1
4.942,60.376,67.033,0.1,0.1,0.1
4.666,58.421,65.936,0.1,0.1,0.1
4.408,56.473,64.706,0.1,0.1,0.1
4.181,54.678,63.251,0.1,0.1,0.1
3.994,53.153,61.499,0.1,0.1,0.1
3.848,51.933,59.206,0.1,0.1,0.1
3.74,51.015,56.476,0.1,0.1,0.1
3.668,50.391,53.365,0.1,0.1,0.1
3.628,50.047,50.49,0.1,0.1,0.1
3.619,49.967,47.926,0.1,0.1,0.1
3.638,49.967,45.851,0.1,0.1,0.1
3.682,49.967,44.423,0.1,0.1,0.1
3.748,49.967,43.634,0.1,0.1,0.1
3.835,50.011,43.573,0.1,0.1,0.1
3.938,50.294,44.216,0.1,0.1,0.1
4.051,50.647,45.477,0.1,0.1,0.1
4.165,51.116,46.667,0.1,0.1,0.1
4.273,51.605,47.871,0.1,0.1,0.1
4.365,52.068,49.219,0.1,0.1,0.1
4.434,52.423,50.621,0.1,0.1,0.1
4.471,52.637,51.945,0.1,0.1,0.1
4.469,52.637,53.024,0.1,0.1,0.1
4.419,52.637,53.683,0.1,0.1,0.1
4.313,52.637,53.752,0.1,0.1,0.1
4.147,52.297,53.109,0.1,0.1,0.1
3.933,51.521,51.772,0.1,0.1,0.1
3.686,50.337,48.804,0.1,0.1,0.1
3.422,48.232,44.47,0.1,0.1,0.1
3.157,45.814,39.971,0.1,0.1,0.1
2.906,43.411,36.214,0.1,0.1,0.1
2.686,41.264,33.607,0.1,0.1,0.1
2.512,39.544,32.258,0.1,0.1,0.1
2.4,38.424,31.441,0.1,0.1,0.1
2.365,38.072,31.096,0.1,0.1,0.1
2.418,38.072,31.269,0.1,0.1,0.1
2.549,38.072,31.878,0.1,0.1,0.1
2.743,38.558,32.669,0.1,0.1,0.1
2.982,39.527,33.559,0.1,0.1,0.1
3.252,40.944,34.508,0.1,0.1,0.1
3.538,42.667,35.434,0.1,0.1,0.1
3.823,44.59,36.931,0.1,0.1,0.1
4.092,46.543,41.692,0.1,0.1,0.1
4.329,48.358,44.914,0.1,0.1,0.1
4.519,49.871,47.714,0.1,0.1,0.1
4.649,50.933,50.46,0.1,0.1,0.1
4.718,51.503,52.916,0.1,0.1,0.1
4.728,51.587,54.938,0.1,0.1,0.1
4.682,51.587,56.237,0.1,0.1,0.1
4.581,51.587,56.888,0.1,0.1,0.1
4.427,51.311,56.827,0.1,0.1,0.1
4.224,50.611,56.012,0.1,0.1,0.1
3.972,49.434,54.445,0.1,0.1,0.1
3.674,47.735,51.029,0.1,0.1,0.1
3.332,45.508,45.496,0.1,0.1,0.1
2.951,42.742,39.647,0.1,0.1,0.1
2.544,39.552,34.528,0.1,0.1,0.1
2.13,35.639,30.654,0.1,0.1,0.1
1.724,31.369,27.296,0.1,0.1,0.1
1.343,27.288,23.987,0.1,0.1,0.1
1.004,23.599,20.796,0.1,0.1,0.1
0.724,20.512,18.03,0.1,0.1,0.1
0.519,18.236,15.843,0.1,0.1,0.1
0.407,16.979,14.185,0.1,0.1,0.1
0.404,16.944,12.996,0.1,0.1,0.1
0.52,16.944,12.509,0.1,0.1,0.1
0.742,17.322,13.343,0.1,0.1,0.1
1.048,18.532,15.702,0.1,0.1,0.1
1.417,20.536,19.4,0.1,0.1,0.1
1.828,23.22,23.728,0.1,0.1,0.1
2.261,26.4,27.705,0.1,0.1,0.1
2.695,29.864,30.755,0.1,0.1,0.1
3.109,33.377,32.897,0.1,0.1,0.1
3.482,36.694,34.296,0.1,0.1,0.1
3.793,39.554,35.514,0.1,0.1,0.1
4.026,41.749,39.234,0.1,0.1,0.1
4.181,43.234,43.309,0.1,0.1,0.1
4.263,44.029,45.184,0.1,0.1,0.1
4.277,44.164,46.58,0.1,0.1,0.1
4.228,44.164,47.333,0.1,0.1,0.1
4.119,44.164,47.498,0.1,0.1,0.1
3.957,43.835,47.019,0.1,0.1,0.1
3.746,43.077,44.981,0.1,0.1,0.1
3.49,41.857,42.158,0.1,0.1,0.1
3.195,40.136,38.805,0.1,0.1,0.1
2.866,37.981,35.313,0.1,0.1,0.1
2.516,35.437,32.602,0.1,0.1,0.1
2.156,32.632,30.248,0.1,0.1,0.1
1.801,29.697,27.708,0.1,0.1,0.1
1.463,26.776,24.933,0.1,0.1,0.1
1.155,24.011,22.124,0.1,0.1,0.1
0.89,21.571,19.54,0.1,0.1,0.1
0.681,19.605,17.314,0.1,0.1,0.1
0.541,18.266,15.435,0.1,0.1,0.1
0.483,17.711,13.989,0.1,0.1,0.1
0.516,17.711,13.02,0.1,0.1,0.1
0.635,17.711,12.973,0.1,0.1,0.1
0.83,18.113,14.051,0.1,0.1,0.1
1.091,19.121,16.326,0.1,0.1,0.1
1.41,20.807,19.656,0.1,0.1,0.1
1.776,23.099,23.558,0.1,0.1,0.1
2.18,25.962,27.321,0.1,0.1,0.1
2.614,29.323,30.411,0.1,0.1,0.1
3.066,33.091,32.731,0.1,0.1,0.1
3.529,37.172,34.356,0.1,0.1,0.1
3.992,41.448,36.279,0.1,0.1,0.1
4.446,45.805,44.065,0.1,0.1,0.1
4.88,50.129,49.361,0.1,0.1,0.1
5.285,54.268,56.39,0.1,0.1,0.1
5.652,58.088,62.327,0.1,0.1,0.1
5.969,61.457,66.253,0.1,0.1,0.1
6.228,64.243,68.643,0.1,0.1,0.1
6.419,66.313,71.812,0.1,0.1,0.1
6.532,67.544,75.217,0.1,0.1,0.1
6.556,67.811,76.311,0.1,0.1,0.1
6.487,67.811,76.437,0.1,0.1,0.1
6.339,67.765,75.685,0.1,0.1,0.1
6.131,67.159,74.062,0.1,0.1,0.1
5.88,66.059,72.07,0.1,0.1,0.1
5.605,64.579,70.178,0.1,0.1,0.1
5.326,62.845,68.592,0.1,0.1,0.1
5.06,61.026,67.436,0.1,0.1,0.1
4.827,59.324,66.574,0.1,0.1,0.1
4.644,57.931,65.838,0.1,0.1,0.1
4.531,57.047,65.278,0.1,0.1,0.1
4.499,56.791,65.06,0.1,0.1,0.1
4.534,56.791,65.181,0.1,0.1,0.1
4.613,56.791,65.584,0.1,0.1,0.1
4.716,56.838,66.178,0.1,0.1,0.1
4.821,57.125,66.846,0.1,0.1,0.1
4.906,57.368,67.465,0.1,0.1,0.1
4.95,57.55,67.92,0.1,0.1,0.1
4.932,57.55,68.083,0.1,0.1,0.1
4.829,57.55,67.809,0.1,0.1,0.1
4.621,57.195,66.921,0.1,0.1,0.1
4.294,55.132,65.141,0.1,0.1,0.1
3.87,51.544,61.781,0.1,0.1,0.1
3.38,47.166,54.76,0.1,0.1,0.1
2.853,42.228,46.141,0.1,0.1,0.1
2.32,37.025,38.6,0.1,0.1,0.1
1.81,31.883,30.457,0.1,0.1,0.1
1.356,27.166,24.581,0.1,0.1,0.1
0.986,23.242,20.719,0.1,0.1,0.1
0.73,20.497,18.09,0.1,0.1,0.1
0.62,19.301,16.657,0.1,0.1,0.1
0.675,19.301,16.531,0.1,0.1,0.1
0.876,19.454,17.427,0.1,0.1,0.1
1.193,20.558,19.631,0.1,0.1,0.1
1.596,22.676,22.993,0.1,0.1,0.1
2.055,25.657,26.793,0.1,0.1,0.1
2.542,29.258,30.123,0.1,0.1,0.1
3.025,33.167,32.597,0.1,0.1,0.1
3.476,37.065,34.257,0.1,0.1,0.1
3.865,40.579,35.775,0.1,0.1,0.1
4.162,43.35,41.803,0.1,0.1,0.1
4.345,45.094,44.602,0.1,0.1,0.1
4.424,45.85,46.909,0.1,0.1,0.1
4.416,45.85,48.441,0.1,0.1,0.1
4.34,45.85,49.23,0.1,0.1,0.1
4.211,45.815,49.346,0.1,0.1,0.1
4.049,45.37,48.884,0.1,0.1,0.1
3.869,44.667,47.567,0.1,0.1,0.1
3.691,43.813,45.25,0.1,0.1,0.1
3.531,42.947,42.688,0.1,0.1,0.1
3.407,42.229,40.27,0.1,0.1,0.1
3.332,41.762,38.384,0.1,0.1,0.1
3.305,41.591,37.125,0.1,0.1,0.1
3.319,41.591,36.438,0.1,0.1,0.1
3.368,41.591,36.247,0.1,0.1,0.1
3.447,41.591,36.471,0.1,0.1,0.1
3.549,41.711,36.976,0.1,0.1,0.1
3.668,42.037,37.94,0.1,0.1,0.1
3.798,42.522,39.397,0.1,0.1,0.1
3.934,43.106,41.296,0.1,0.1,0.1
4.069,43.784,43.497,0.1,0.1,0.1
4.197,44.489,45.277,0.1,0.1,0.1
4.31,45.138,46.854,0.1,0.1,0.1
4.401,45.706,48.474,0.1,0.1,0.1
4.462,46.217,50.041,0.1,0.1,0.1
4.485,46.438,51.423,0.1,0.1,0.1
4.462,46.438,52.449,0.1,0.1,0.1
4.385,46.438,52.946,0.1,0.1,0.1
4.247,46.334,52.76,0.1,0.1,0.1
4.039,45.704,51.784,0.1,0.1,0.1
3.755,44.418,49.346,0.1,0.1,0.1
3.391,42.338,44.643,0.1,0.1,0.1
2.965,39.482,39.021,0.1,0.1,0.1
2.5,35.994,33.939,0.1,0.1,0.1
2.019,32.061,29.866,0.1,0.1,0.1
1.546,27.937,25.911,0.1,0.1,0.1
1.102,23.886,21.886,0.1,0.1,0.1
0.711,20.183,18.144,0.1,0.1,0.1
0.396,16.86,15.005,0.1,0.1,0.1
0.181,14.431,12.274,0.1,0.1,0.1
0.087,13.368,9.776,0.1,0.1,0.1
0.13,13.368,7.746,0.1,0.1,0.1
0.291,13.379,7.112,0.1,0.1,0.1
0.543,14.147,8.119,0.1,0.1,0.1
0.86,15.607,10.761,0.1,0.1,0.1
1.215,17.683,14.801,0.1,0.1,0.1
1.581,20.14,19.565,0.1,0.1,0.1
1.931,22.723,24.037,0.1,0.1,0.1
2.238,25.147,27.511,0.1,0.1,0.1
2.477,27.105,29.865,0.1,0.1,0.1
2.619,28.311,31.258,0.1,0.1,0.1
2.647,28.546,31.888,0.1,0.1,0.1
2.574,28.546,31.898,0.1,0.1,0.1
2.423,28.482,31.186,0.1,0.1,0.1
2.217,27.878,30.098,0.1,0.1,0.1
1.978,26.835,28.622,0.1,0.1,0.1
1.729,25.504,26.832,0.1,0.1,0.1
1.492,24.067,24.892,0.1,0.1,0.1
1.29,22.73,23.044,0.1,0.1,0.1
1.145,21.716,21.553,0.1,0.1,0.1
1.079,21.25,20.662,0.1,0.1,0.1
1.108,21.25,20.567,0.1,0.1,0.1
1.218,21.25,21.193,0.1,0.1,0.1
1.386,21.543,22.427,0.1,0.1,0.1
1.591,22.259,24.152,0.1,0.1,0.1
1.812,23.287,26.063,0.1,0.1,0.1
2.026,24.463,27.853,0.1,0.1,0.1
2.213,25.599,29.316,0.1,0.1,0.1
2.349,26.484,30.357,0.1,0.1,0.1
2.414,26.921,30.91,0.1,0.1,0.1
2.386,26.921,30.85,0.1,0.1,0.1
2.251,26.921,30.19,0.1,0.1,0.1
2.03,26.418,28.903,0.1,0.1,0.1
1.752,25.239,26.993,0.1,0.1,0.1
1.444,23.577,24.538,0.1,0.1,0.1
1.135,21.628,21.763,0.1,0.1,0.1
0.855,19.592,19.001,0.1,0.1,0.1
0.631,17.853,16.527,0.1,0.1,0.1
0.491,16.737,14.52,0.1,0.1,0.1
0.466,16.531,13.16,0.1,0.1,0.1
0.582,16.531,12.816,0.1,0.1,0.1
0.858,17.058,14.253,0.1,0.1,0.1
1.268,18.915,17.736,0.1,0.1,0.1
1.773,22.018,22.723,0.1,0.1,0.1
2.338,26.109,27.674,0.1,0.1,0.1
2.925,30.973,31.386,0.1,0.1,0.1
3.497,36.177,33.66,0.1,0.1,0.1
4.017,41.139,35.633,0.1,0.1,0.1
4.447,45.386,43.655,0.1,0.1,0.1
4.75,48.456,47.921,0.1,0.1,0.1
4.89,49.884,52.105,0.1,0.1,0.1
4.84,49.884,54.562,0.1,0.1,0.1
4.62,49.692,55.019,0.1,0.1,0.1
4.261,48.368,53.922,0.1,0.1,0.1
3.793,45.762,51.577,0.1,0.1,0.1
3.247,42.041,45.216,0.1,0.1,0.1
2.655,37.427,37.93,0.1,0.1,0.1
2.047,32.236,31.241,0.1,0.1,0.1
1.453,26.826,25.465,0.1,0.1,0.1
0.905,21.582,20.219,0.1,0.1,0.1
0.434,16.9,15.737,0.1,0.1,0.1
0.063,13.101,11.838,0.1,0.1,0.1
-0.208,10.008,7.427,0.1,0.1,0.1
-0.388,7.941,2.482,0.1,0.1,0.1
-0.484,6.827,-1.175,0.1,0.1,0.1
-0.506,6.582,-3.799,0.1,0.1,0.1
-0.459,6.582,-5.329,0.1,0.1,0.1
-0.354,6.582,-5.673,0.1,0.1,0.1
-0.197,6.88,-5.006,0.1,0.1,0.1
0.004,7.579,-3.492,0.1,0.1,0.1
0.24,8.681,-1.249,0.1,0.1,0.1
0.503,10.148,1.672,0.1,0.1,0.1
0.781,11.926,5.246,0.1,0.1,0.1
1.062,13.876,9.632,0.1,0.1,0.1
1.333,15.896,14.437,0.1,0.1,0.1
1.583,17.854,18.918,0.1,0.1,0.1
1.798,19.608,22.711,0.1,0.1,0.1
1.967,21.022,25.586,0.1,0.1,0.1
2.077,21.958,27.517,0.1,0.1,0.1
2.116,22.294,28.575,0.1,0.1,0.1
2.072,22.294,28.701,0.1,0.1,0.1
1.937,22.294,27.916,0.1,0.1,0.1
1.726,21.772,26.511,0.1,0.1,0.1
1.458,20.633,24.438,0.1,0.1,0.1
1.154,18.993,21.769,0.1,0.1,0.1
0.832,16.962,18.698,0.1,0.1,0.1
0.513,14.739,15.425,0.1,0.1,0.1
0.215,12.495,11.96,0.1,0.1,0.1
-0.04,10.472,8.117,0.1,0.1,0.1
-0.235,8.877,3.837,0.1,0.1,0.1
-0.348,7.925,0.261,0.1,0.1,0.1
-0.367,7.762,-2.083,0.1,0.1,0.1
-0.305,7.762,-3.415,0.1,0.1,0.1
-0.18,7.762,-3.567,0.1,0.1,0.1
-0.012,8.188,-2.749,0.1,0.1,0.1
0.181,8.918,-1.193,0.1,0.1,0.1
0.379,9.863,0.877,0.1,0.1,0.1
0.562,10.874,3.243,0.1,0.1,0.1
0.713,11.777,5.652,0.1,0.1,0.1
0.812,12.394,8.028,0.1,0.1,0.1
0.839,12.568,9.764,0.1,0.1,0.1
0.783,12.568,10.562,0.1,0.1,0.1
0.659,12.568,10.367,0.1,0.1,0.1
0.49,12.159,9.261,0.1,0.1,0.1
0.297,11.438,7.396,0.1,0.1,0.1
0.104,10.52,4.915,0.1,0.1,0.1
-0.068,9.585,2.166,0.1,0.1,0.1
-0.196,8.838,-0.315,0.1,0.1,0.1
-0.257,8.454,-2.334,0.1,0.1,0.1
-0.23,8.454,-3.369,0.1,0.1,0.1
-0.091,8.454,-3.083,0.1,0.1,0.1
0.173,9.125,-1.252,0.1,0.1,0.1
0.545,10.836,2.152,0.1,0.1,0.1
0.998,13.632,7.249,0.1,0.1,0.1
1.506,17.346,14.498,0.1,0.1,0.1
2.045,21.684,21.85,0.1,0.1,0.1
2.587,26.461,27.531,0.1,0.1,0.1
3.106,31.288,31.121,0.1,0.1,0.1
3.577,35.85,33.413,0.1,0.1,0.1
3.974,39.807,35.42,0.1,0.1,0.1
4.271,42.826,42.631,0.1,0.1,0.1
4.448,44.657,45.294,0.1,0.1,0.1
4.515,45.346,47.834,0.1,0.1,0.1
4.486,45.346,49.396,0.1,0.1,0.1
4.376,45.346,50.087,0.1,0.1,0.1
4.203,45.039,49.949,0.1,0.1,0.1
3.979,44.242,49.091,0.1,0.1,0.1
3.722,43.009,46.627,0.1,0.1,0.1
3.446,41.403,43.19,0.1,0.1,0.1
3.167,39.59,39.158,0.1,0.1,0.1
2.9,37.71,35.696,0.1,0.1,0.1
2.657,35.887,33.331,0.1,0.1,0.1
2.438,34.171,31.836,0.1,0.1,0.1
2.24,32.557,30.543,0.1,0.1,0.1
2.057,31.034,29.294,0.1,0.1,0.1
1.887,29.583,28.047,0.1,0.1,0.1
1.725,28.177,26.782,0.1,0.1,0.1
1.569,26.787,25.482,0.1,0.1,0.1
1.414,25.386,24.121,0.1,0.1,0.1
1.256,23.943,22.665,0.1,0.1,0.1
1.092,22.42,21.068,0.1,0.1,0.1
0.92,20.8,19.292,0.1,0.1,0.1
0.746,19.137,17.366,0.1,0.1,0.1
0.579,17.519,15.34,0.1,0.1,0.1
0.427,16.03,13.26,0.1,0.1,0.1
0.299,14.763,11.076,0.1,0.1,0.1
0.202,13.798,8.847,0.1,0.1,0.1
0.146,13.236,6.768,0.1,0.1,0.1
0.138,13.159,5.112,0.1,0.1,0.1
0.187,13.159,4.191,0.1,0.1,0.1
0.302,13.159,4.261,0.1,0.1,0.1
0.487,13.566,5.434,0.1,0.1,0.1
0.729,14.491,7.803,0.1,0.1,0.1
1.013,15.962,11.289,0.1,0.1,0.1
1.324,17.835,15.638,0.1,0.1,0.1
1.644,20.021,20.266,0.1,0.1,0.1
1.959,22.339,24.447,0.1,0.1,0.1
2.253,24.642,27.736,0.1,0.1,0.1
2.508,26.734,30.076,0.1,0.1,0.1
2.71,28.445,31.623,0.1,0.1,0.1
2.843,29.595,32.568,0.1,0.1,0.1
2.895,30.049,33.065,0.1,0.1,0.1
2.875,30.049,33.232,0.1,0.1,0.1
2.795,30.049,33.129,0.1,0.1,0.1
2.668,29.976,32.602,0.1,0.1,0.1
2.508,29.536,31.836,0.1,0.1,0.1
2.326,28.808,30.864,0.1,0.1,0.1
2.137,27.885,29.721,0.1,0.1,0.1
1.952,26.859,28.471,0.1,0.1,0.1
1.785,25.845,27.217,0.1,0.1,0.1
1.648,24.968,26.089,0.1,0.1,0.1
1.551,24.321,25.21,0.1,0.1,0.1
1.493,23.926,24.607,0.1,0.1,0.1
1.466,23.736,24.263,0.1,0.1,0.1
1.466,23.736,24.149,0.1,0.1,0.1
1.487,23.736,24.231,0.1,0.1,0.1
1.523,23.736,24.471,0.1,0.1,0.1
1.569,23.736,24.82,0.1,0.1,0.1
1.619,23.736,25.228,0.1,0.1,0.1
1.667,23.74,25.64,0.1,0.1,0.1
1.709,23.853,26.006,0.1,0.1,0.1
1.738,23.933,26.277,0.1,0.1,0.1
1.749,23.962,26.408,0.1,0.1,0.1
1.736,23.962,26.358,0.1,0.1,0.1
1.694,23.962,26.078,0.1,0.1,0.1
1.619,23.962,25.511,0.1,0.1,0.1
1.503,23.837,24.587,0.1,0.1,0.1
1.342,22.858,23.216,0.1,0.1,0.1
1.131,21.304,21.301,0.1,0.1,0.1
0.864,19.238,18.748,0.1,0.1,0.1
0.536,16.565,15.481,0.1,0.1,0.1
0.145,13.224,11.336,0.1,0.1,0.1
-0.291,8.802,5.675,0.1,0.1,0.1
-0.752,3.72,-1.738,0.1,0.1,0.1
-1.217,-1.732,-8.299,0.1,0.1,0.1
-1.665,-7.051,-14.812,0.1,0.1,0.1
-2.075,-11.972,-21.713,0.1,0.1,0.1
-2.425,-16.222,-26.89,0.1,0.1,0.1
-2.696,-19.528,-30.169,0.1,0.1,0.1
-2.865,-21.609,-32.898,0.1,0.1,0.1
-2.913,-22.196,-34.776,0.1,0.1,0.1
-2.826,-22.196,-34.934,0.1,0.1,0.1
-2.621,-21.944,-33.69,0.1,0.1,0.1
-2.326,-20.879,-31.628,0.1,0.1,0.1
-1.965,-18.979,-29.069,0.1,0.1,0.1
-1.565,-16.441,-25.938,0.1,0.1,0.1
-1.152,-13.475,-22.259,0.1,0.1,0.1
-0.752,-10.342,-18.709,0.1,0.1,0.1
-0.391,-7.334,-13.471,0.1,0.1,0.1
-0.093,-4.76,-7.676,0.1,0.1,0.1
0.113,-2.917,-4.383,0.1,0.1,0.1
0.211,-2.029,-2.34,0.1,0.1,0.1
0.212,-2.018,-1.462,0.1,0.1,0.1
0.137,-2.018,-1.62,0.1,0.1,0.1
0.005,-2.037,-2.64,0.1,0.1,0.1
-0.163,-2.498,-4.269,0.1,0.1,0.1
-0.348,-3.224,-6.213,0.1,0.1,0.1
-0.53,-4.098,-8.184,0.1,0.1,0.1
-0.687,-4.958,-9.925,0.1,0.1,0.1
-0.802,-5.619,-11.231,0.1,0.1,0.1
-0.853,-5.938,-11.939,0.1,0.1,0.1
-0.826,-5.938,-12.169,0.1,0.1,0.1
-0.726,-5.938,-11.349,0.1,0.1,0.1
-0.565,-5.696,-9.981,0.1,0.1,0.1
-0.352,-4.977,-8.073,0.1,0.1,0.1
-0.1,-3.803,-5.672,0.1,0.1,0.1
0.181,-2.214,-2.779,0.1,0.1,0.1
0.48,0.448,0.633,0.1,0.1,0.1
0.786,3.348,4.622,0.1,0.1,0.1
1.089,6.274,9.343,0.1,0.1,0.1
1.377,9.125,14.52,0.1,0.1,0.1
1.641,11.776,19.273,0.1,0.1,0.1
1.874,14.151,23.244,0.1,0.1,0.1
2.07,16.183,26.283,0.1,0.1,0.1
2.225,17.803,28.419,0.1,0.1,0.1
2.334,18.94,29.788,0.1,0.1,0.1
2.39,19.531,30.562,0.1,0.1,0.1
2.388,19.531,30.772,0.1,0.1,0.1
2.324,19.531,30.503,0.1,0.1,0.1
2.191,19.531,29.817,0.1,0.1,0.1
1.984,18.96,28.571,0.1,0.1,0.1
1.702,17.722,26.598,0.1,0.1,0.1
1.359,15.823,23.816,0.1,0.1,0.1
0.972,13.296,20.309,0.1,0.1,0.1
0.558,10.273,16.329,0.1,0.1,0.1
0.137,6.923,11.933,0.1,0.1,0.1
-0.276,3.438,6.408,0.1,0.1,0.1
-0.662,0.021,-0.555,0.1,0.1,0.1
-1.003,-3.112,-6.156,0.1,0.1,0.1
-1.282,-5.749,-11.197,0.1,0.1,0.1
-1.481,-7.666,-15.938,0.1,0.1,0.1
-1.587,-8.694,-19.995,0.1,0.1,0.1
-1.602,-8.846,-22.482,0.1,0.1,0.1
-1.535,-8.846,-23.435,0.1,0.1,0.1
-1.392,-8.818,-23.164,0.1,0.1,0.1
-1.181,-8.21,-21.877,0.1,0.1,0.1
-0.909,-7.005,-19.672,0.1,0.1,0.1
-0.582,-5.206,-15.847,0.1,0.1,0.1
-0.21,-2.788,-9.08,0.1,0.1,0.1
0.202,0.205,-4.098,0.1,0.1,0.1
0.646,3.723,1.161,0.1,0.1,0.1
1.112,7.675,7.356,0.1,0.1,0.1
1.583,11.882,14.855,0.1,0.1,0.1
2.037,16.132,21.73,0.1,0.1,0.1
2.456,20.225,26.76,0.1,0.1,0.1
2.817,24.083,30.07,0.1,0.1,0.1
3.101,27.157,32.193,0.1,0.1,0.1
3.287,29.194,33.532,0.1,0.1,0.1
3.355,29.947,34.328,0.1,0.1,0.1
3.285,29.947,34.656,0.1,0.1,0.1
3.056,29.676,34.323,0.1,0.1,0.1
2.658,28.093,32.996,0.1,0.1,0.1
2.125,24.979,30.045,0.1,0.1,0.1
1.498,20.491,25.505,0.1,0.1,0.1
0.821,14.99,19.444,0.1,0.1,0.1
0.138,8.927,13.16,0.1,0.1,0.1
-0.51,2.808,5.96,0.1,0.1,0.1
-1.078,-2.806,-4.129,0.1,0.1,0.1
-1.524,-7.356,-10.905,0.1,0.1,0.1
-1.805,-10.275,-17.454,0.1,0.1,0.1
-1.877,-11.034,-22.147,0.1,0.1,0.1
-1.713,-11.034,-23.784,0.1,0.1,0.1
-1.349,-9.962,-22.719,0.1,0.1,0.1
-0.835,-7.258,-19.072,0.1,0.1,0.1
-0.222,-3.098,-11.296,0.1,0.1,0.1
0.44,2.1,-2.95,0.1,0.1,0.1
1.099,7.797,4.854,0.1,0.1,0.1
1.705,13.396,14.193,0.1,0.1,0.1
2.208,18.254,22.264,0.1,0.1,0.1
2.556,21.714,27.046,0.1,0.1,0.1
2.698,23.153,29.609,0.1,0.1,0.1
2.6,23.153,30.749,0.1,0.1,0.1
2.29,22.574,30.497,0.1,0.1,0.1
1.813,20.295,27.418,0.1,0.1,0.1
1.213,16.44,22.622,0.1,0.1,0.1
0.533,11.267,16.437,0.1,0.1,0.1
-0.181,5.189,9.651,0.1,0.1,0.1
-0.885,-1.282,-0.167,0.1,0.1,0.1
-1.535,-7.6,-9.701,0.1,0.1,0.1
-2.087,-13.254,-18.158,0.1,0.1,0.1
-2.496,-17.642,-25.476,0.1,0.1,0.1
-2.73,-20.187,-30.205,0.1,0.1,0.1
-2.804,-20.996,-32.981,0.1,0.1,0.1
-2.745,-20.996,-33.802,0.1,0.1,0.1
-2.579,-20.929,-33.093,0.1,0.1,0.1
-2.335,-20.165,-31.496,0.1,0.1,0.1
